SampleSize,EstimatedThetaG_P,EstimatedSigmaG_P,EstimatedThetaTildeG_P,EstimatedGammaG_P,EstimatedLambdaG_P1,EstimatedSigmaLambda2G_P1,EstimatedLambdaG_P2,EstimatedSigmaLambda2G_P2,EstimatedThetaLR_P,EstimatedGammaLR_P,EstimatedGammaHuangLR_P,EstimatedLambdaLR_P1,EstimatedSigmaLambda2LR_P1,EstimatedLambdaLR_P2,EstimatedSigmaLambda2LR_P2
50,0.577499999999999,9.089504,0.448437499999999,0.832856445312507,2.35028683302824,3.86473918594055,6.08457834411509,82.0438638640052,0.702210311826567,0.711167247985562,0.701179614603249,2.12292454652802,2.68066501582353,6.08457834411509,82.0438638640052
50,0.833984375,10.583296,0.73609375,0.479128723144534,1.94968340916515,3.58487736391157,5.15126963298682,36.985551544019,0.756999716082326,1.42263815258815,0.0891859224775105,2.09277443755029,7.60563801543495,5.15126963298681,46.0352927086131
50,0.585156249999999,5.3804,0.469082031249999,0.673661212921149,2.3097773972766,5.51351209995364,5.90751705442028,82.1398835078564,0.537859470181543,1.39641288765639,0.394939127176429,2.41240897622397,7.54372286694042,5.90751705442028,82.359467441391
50,0.711484375,8.530256,0.60921875,0.522912902832035,2.26296915189096,5.41868628579962,6.03892732964447,82.0343894363749,0.661258714446302,1.37189095725099,0.220417677466232,2.30463581855763,10.9359497332466,6.03892732964447,82.0343894363749
50,0.6488671875,8.75033600000001,0.540551757812499,0.586611615419393,2.00559065697695,3.55940163306105,6.06408585241347,82.0396643007621,0.765877316526479,1.44689904514775,1.23997986697182,1.76115256957465,5.49681878547396,6.06408585241347,82.0396643007621
50,0.746142578125,12.010648,0.64189453125,0.543382763862613,1.88145958457783,2.21793406806563,6.23145820517965,82.0715721729476,0.73483545919729,1.24478408790983,0.399494999065037,1.88145958457783,5.50854113254134,6.23145820517965,82.0715721729476
50,0.534023437499999,9.693832,0.434218749999999,0.498048782348637,2.5368386869714,6.18227676636282,6.08457834411508,82.0438638640052,0.503883043511084,1.09258159460106,0.159062521983987,2.70384935088609,10.5365454156936,6.08457834411509,82.0438638640052
50,0.78326171875,6.369848,0.68359375,0.49668519973755,1.71957117783072,2.08129791818749,5.97311421676709,82.0199463614479,0.702688521884261,1.48986552531884,0.183965231622058,1.79855501997245,5.88152264461542,5.97311421676709,82.14122324336
50,0.580234374999999,9.530032,0.470859374999999,0.598144531250004,2.13902145184552,4.9693189781476,6.10067524943258,82.0471028090797,0.564074567902801,0.856867140261722,0.380188232121766,2.17350421046621,6.11111016109322,6.10067524943258,82.0471028090797
50,0.575039062499999,9.97350399999999,0.461562499999999,0.643846511840826,2.4055276290135,5.7592736684133,6.13981914010034,82.0547649984588,0.564607374889373,1.31061231028519,0.417915387891009,2.44900588988307,9.35444255406284,6.13981914010034,82.0547649984588
